"Census Data API: Variables in /data/1990/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
P0610004,ARM FORCE/NOT ENROLL[13] Not HS graduate,Population Subjects,not required, ,0,int,N/A,N/A
P0610005,CIVIL/ENROLL[13] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0610006,CIVIL/ENROLL[13] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0610007,CIVIL/ENROLL[13] Not in labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0610008,CIVIL/NOT ENROLL/HS[13] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0610009,CIVIL/NOT ENROLL/HS[13] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0610010,CIVIL/NOT ENROLL/HS[13] Not labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0610011,CIVIL/NOT ENROLL/NOT HS[13] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0610012,CIVIL/NOT ENROLL/NOT HS[13] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0610013,CIVIL/NOT ENROLL/NOT HS[13] Not lab frce,Population Subjects,not required, ,0,int,N/A,N/A
P0620001,WHTE/ARM FORCE/IN SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620002,WHTE/ARM FORCE/IN SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620003,WHTE/ARM FORCE/NO SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620004,WHTE/ARM FORCE/NO SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620005,WHTE/CIVIL/IN SC[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620006,WHTE/CIVIL/IN SC[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620007,WHTE/CIVIL/IN SC[65] N lab force,Population Subjects,not required, ,0,int,N/A,N/A
P0620008,WHTE/CIVIL/NO SC/HS GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620009,WHTE/CIVIL/NO SC/HS GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620010,WHTE/CIVIL/NO SC/HS GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0620011,WHTE/CIVIL/NO SC/NO GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620012,WHTE/CIVIL/NO SC/NO GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620013,WHTE/CIVIL/NO SC/NO GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0620014,BLCK/ARM FORCE/IN SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620015,BLCK/ARM FORCE/IN SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620016,BLCK/ARM FORCE/NO SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620017,BLCK/ARM FORCE/NO SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620018,BLCK/CIVIL/IN SC[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620019,BLCK/CIVIL/IN SC[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620020,BLCK/CIVIL/IN SC[65] N lab force,Population Subjects,not required, ,0,int,N/A,N/A
P0620021,BLCK/CIVIL/NO SC/HS GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620022,BLCK/CIVIL/NO SC/HS GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620023,BLCK/CIVIL/NO SC/HS GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0620024,BLCK/CIVIL/NO SC/NO GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620025,BLCK/CIVIL/NO SC/NO GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620026,BLCK/CIVIL/NO SC/NO GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0620027,INDI/ARM FORCE/IN SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620028,INDI/ARM FORCE/IN SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620029,INDI/ARM FORCE/NO SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620030,INDI/ARM FORCE/NO SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620031,INDI/CIVIL/IN SC[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620032,INDI/CIVIL/IN SC[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620033,INDI/CIVIL/IN SC[65] N lab force,Population Subjects,not required, ,0,int,N/A,N/A
P0620034,INDI/CIVIL/NO SC/HS GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620035,INDI/CIVIL/NO SC/HS GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620036,INDI/CIVIL/NO SC/HS GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0620037,INDI/CIVIL/NO SC/NO GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620038,INDI/CIVIL/NO SC/NO GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620039,INDI/CIVIL/NO SC/NO GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0620040,ASIA/ARM FORCE/IN SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620041,ASIA/ARM FORCE/IN SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620042,ASIA/ARM FORCE/NO SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620043,ASIA/ARM FORCE/NO SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620044,ASIA/CIVIL/IN SC[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620045,ASIA/CIVIL/IN SC[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620046,ASIA/CIVIL/IN SC[65] N lab force,Population Subjects,not required, ,0,int,N/A,N/A
P0620047,ASIA/CIVIL/NO SC/HS GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620048,ASIA/CIVIL/NO SC/HS GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620049,ASIA/CIVIL/NO SC/HS GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0620050,ASIA/CIVIL/NO SC/NO GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620051,ASIA/CIVIL/NO SC/NO GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620052,ASIA/CIVIL/NO SC/NO GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0620053,OTHR/ARM FORCE/IN SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620054,OTHR/ARM FORCE/IN SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620055,OTHR/ARM FORCE/NO SC[65] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620056,OTHR/ARM FORCE/NO SC[65] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0620057,OTHR/CIVIL/IN SC[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620058,OTHR/CIVIL/IN SC[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620059,OTHR/CIVIL/IN SC[65] N lab force,Population Subjects,not required, ,0,int,N/A,N/A
P0620060,OTHR/CIVIL/NO SC/HS GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620061,OTHR/CIVIL/NO SC/HS GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620062,OTHR/CIVIL/NO SC/HS GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0620063,OTHR/CIVIL/NO SC/NO GRAD[65] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0620064,OTHR/CIVIL/NO SC/NO GRAD[65] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0620065,OTHR/CIVIL/NO SC/NO GRAD[65] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0630001,ARM FORCE/IN SC[13] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0630002,ARM FORCE/IN SC[13] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0630003,ARM FORCE/NO SC[13] HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0630004,ARM FORCE/NO SC[13] Not HS grad,Population Subjects,not required, ,0,int,N/A,N/A
P0630005,CIVIL/IN SC[13] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0630006,CIVIL/IN SC[13] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0630007,CIVIL/IN SC[13] N lab force,Population Subjects,not required, ,0,int,N/A,N/A
P0630008,CIVIL/NO SC/HS GRAD[13] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0630009,CIVIL/NO SC/HS GRAD[13] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0630010,CIVIL/NO SC/HS GRAD[13] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0630011,CIVIL/NO SC/NO GRAD[13] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0630012,CIVIL/NO SC/NO GRAD[13] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0630013,CIVIL/NO SC/NO GRAD[13] N labor for,Population Subjects,not required, ,0,int,N/A,N/A
P0640001,MALE/16-64[12] In Armed Forces,Population Subjects,not required, ,0,int,N/A,N/A
P0640002,MALE/16-64/CIVIL[12] Veteran,Population Subjects,not required, ,0,int,N/A,N/A
P0640003,MALE/16-64/CIVIL[12] Nonveteran,Population Subjects,not required, ,0,int,N/A,N/A
P0640004,MALE/65+[12] In Armed Forces,Population Subjects,not required, ,0,int,N/A,N/A
P0640005,MALE/65+/CIVIL[12] Veteran,Population Subjects,not required, ,0,int,N/A,N/A
P0640006,MALE/65+/CIVIL[12] Nonveteran,Population Subjects,not required, ,0,int,N/A,N/A
P0640007,FEMALE/16-64[12] In Armed Forces,Population Subjects,not required, ,0,int,N/A,N/A
P0640008,FEMALE/16-64/CIVIL[12] Veteran,Population Subjects,not required, ,0,int,N/A,N/A
P0640009,FEMALE/16-64/CIVIL[12] Nonveteran,Population Subjects,not required, ,0,int,N/A,N/A
P0640010,FEMALE/65+[12] In Armed Forces,Population Subjects,not required, ,0,int,N/A,N/A
P0640011,FEMALE/65+/CIVIL[12] Veteran,Population Subjects,not required, ,0,int,N/A,N/A
P0640012,FEMALE/65+/CIVIL[12] Nonveteran,Population Subjects,not required, ,0,int,N/A,N/A
P0650001,SERV/MAY75+/SEP80+[13] lt 2 yrs serv,Population Subjects,not required, ,0,int,N/A,N/A
P0650002,SERV/MAY75+/SEP80+[13] 2+ yrs serv,Population Subjects,not required, ,0,int,N/A,N/A
P0650003,SERV/MAY75+[13] May75 - Aug80 only,Population Subjects,not required, ,0,int,N/A,N/A
P0650004,SERV/MAY75+[13] May75 - Aug80 or later,Population Subjects,not required, ,0,int,N/A,N/A
P0650005,"SERV[13] Viet, no Korea no WWII",Population Subjects,not required, ,0,int,N/A,N/A
P0650006,"SERV[13] Viet and Korea, no WWII",Population Subjects,not required, ,0,int,N/A,N/A
P0650007,SERV[13] Viet and Korea and WWII,Population Subjects,not required, ,0,int,N/A,N/A
P0650008,SERV[13] Feb55 - Jul64 only,Population Subjects,not required, ,0,int,N/A,N/A
P0650009,"SERV[13] Korea, no Viet no WWII",Population Subjects,not required, ,0,int,N/A,N/A
P0650010,"SERV[13] Korea and WWII, no Viet",Population Subjects,not required, ,0,int,N/A,N/A
P0650011,"SERV[13] WWII, no Korea no Viet",Population Subjects,not required, ,0,int,N/A,N/A
P0650012,SERV[13] WWI,Population Subjects,not required, ,0,int,N/A,N/A
P0650013,SERV[13] Other service,Population Subjects,not required, ,0,int,N/A,N/A
P0660001,M/16-64/DISAB/LABOR[28] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0660002,M/16-64/DISAB/LABOR[28] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0660003,M/16-64/DISAB/N LABOR[28] Prev work,Population Subjects,not required, ,0,int,N/A,N/A
P0660004,M/16-64/DISAB/N LABOR[28] Not prev work,Population Subjects,not required, ,0,int,N/A,N/A
P0660005,M/16-64/N DISAB/LABOR[28] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0660006,M/16-64/N DISAB/NLABOR[28] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0660007,M/16-64/N DISAB/N LABOR[28] Not labor,Population Subjects,not required, ,0,int,N/A,N/A
P0660008,M/65+/DISAB/LABOR[28] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0660009,M/65+/DISAB/LABOR[28] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0660010,M/65+/DISAB/N LABOR[28] Prev work,Population Subjects,not required, ,0,int,N/A,N/A
P0660011,M/65+/DISAB/N LABOR[28] Not prev work,Population Subjects,not required, ,0,int,N/A,N/A
P0660012,M/65+/N DISAB/LABOR[28] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0660013,M/65+/N DISAB/NLABOR[28] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0660014,M/65+/N DISAB/N LABOR[28] Not labor,Population Subjects,not required, ,0,int,N/A,N/A
P0660015,F/16-64/DISAB/LABOR[28] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0660016,F/16-64/DISAB/LABOR[28] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0660017,F/16-64/DISAB/N LABOR[28] Prev work,Population Subjects,not required, ,0,int,N/A,N/A
P0660018,F/16-64/DISAB/N LABOR[28] Not prev work,Population Subjects,not required, ,0,int,N/A,N/A
P0660019,F/16-64/N DISAB/LABOR[28] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0660020,F/16-64/N DISAB/NLABOR[28] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0660021,F/16-64/N DISAB/N LABOR[28] Not labor,Population Subjects,not required, ,0,int,N/A,N/A
P0660022,F/65+/DISAB/LABOR[28] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0660023,F/65+/DISAB/LABOR[28] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0660024,F/65+/DISAB/N LABOR[28] Prev work,Population Subjects,not required, ,0,int,N/A,N/A
P0660025,F/65+/DISAB/N LABOR[28] Not prev work,Population Subjects,not required, ,0,int,N/A,N/A
P0660026,F/65+/N DISAB/LABOR[28] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0660027,F/65+/N DISAB/N LABOR[28] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0660028,F/65+/N DISAB/N LABOR[28] Not labor,Population Subjects,not required, ,0,int,N/A,N/A
P0670001,M/16-64/MOB LIM/LABOR[24] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0670002,M/16-64/MOB LIM/LABOR[24] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0670003,M/16-64/MOB LIM[24] Not In labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0670004,M/16-64/N MOB LIM/LABOR[24] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0670005,M/16-64/N MOB LIM/LABOR[24] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0670006,M/16-64/N MOB LIM[24] Not In labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0670007,M/65+/MOB LIM/LABOR[24] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0670008,M/65+/MOB LIM/LABOR[24] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0670009,M/65+/MOB LIM[24] Not In labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0670010,M/65+/N MOB LIM/LABOR[24] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0670011,M/65+/N MOB LIM/LABOR[24] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0670012,M/65+/N MOB LIM/LABOR[24] Not In labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0670013,F/16-64/MOB LIM/LABOR[24] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0670014,F/16-64/MOB LIM/LABOR[24] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0670015,F/16-64/MOB LIM[24] Not In labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0670016,F/16-64/N MOB LIM/LABOR[24] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0670017,F/16-64/N MOB LIM/LABOR[24] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0670018,F/16-64/N MOB LIM[24] Not In labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0670019,F/65+/MOB LIM/LABOR[24] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0670020,F/65+/MOB LIM/LABOR[24] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0670021,F/65+/MOB LIM[24] Not In labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0670022,F/65+/N MOB LIM/LABOR[24] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0670023,F/65+/N MOB LIM/LABOR[24] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0670024,F/65+/N MOB LIM[24] Not In labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0680001,M/16-64/DISAB[16] mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680002,M/16-64/DISAB[16] No mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680003,M/16-64/N DISAB[16] mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680004,M/16-64/N DISAB[16] No mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680005,M/65+/DISAB[16] mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680006,M/65+/DISAB[16] No mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680007,M/65+/N DISAB[16] mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680008,M/65+/N DISAB[16] No mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680009,F/16-64/DISAB[16] mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680010,F/16-64/DISAB[16] No mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680011,F/16-64/N DISAB[16] mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680012,F/16-64/N DISAB[16] No mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680013,F/65+/DISAB[16] mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680014,F/65+/DISAB[16] No mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680015,F/65+/N DISAB[16] mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0680016,F/65+/N DISAB[16] No mobil/self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0690001,M/16-64/MOBIL-SC[24] Mobil lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690002,M/16-64/MOBIL-SC[24] Self-care lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690003,M/16-64/MOBIL-SC[24] Mobil and self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0690004,M/16-64[24] No mobility or self-care lim,Population Subjects,not required, ,0,int,N/A,N/A
P0690005,M/65-74/MOBIL-SC[24] Mobil lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690006,M/65-74/MOBIL-SC[24] Self-care lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690007,M/65-74/MOBIL-SC[24] Mobil and self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0690008,M/65-74[24] No mobility or self-care lim,Population Subjects,not required, ,0,int,N/A,N/A
P0690009,M/75+/MOBIL-SC[24] Mobil lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690010,M/75+/MOBIL-SC[24] Self-care lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690011,M/75+/MOBIL-SC[24] Mobil and self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0690012,M/75+[24] No mobility or self-care lim,Population Subjects,not required, ,0,int,N/A,N/A
P0690013,F/16-64/MOBIL-SC[24] Mobil lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690014,F/16-64/MOBIL-SC[24] Self-care lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690015,F/16-64/MOBIL-SC[24] Mobil and self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0690016,F/16-64[24] No mobility or self-care lim,Population Subjects,not required, ,0,int,N/A,N/A
P0690017,F/65-74/MOBIL-SC[24] Mobil lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690018,F/65-74/MOBIL-SC[24] Self-care lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690019,F/65-74/MOBIL-SC[24] Mobil and self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0690020,F/65-74[24] No mobility or self-care lim,Population Subjects,not required, ,0,int,N/A,N/A
P0690021,F/75+/MOBIL-SC[24] Mobil lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690022,F/75+/MOBIL-SC[24] Self-care lim only,Population Subjects,not required, ,0,int,N/A,N/A
P0690023,F/75+/MOBIL-SC[24] Mobil and self-care,Population Subjects,not required, ,0,int,N/A,N/A
P0690024,F/75+[24] No mobility or self-care lim,Population Subjects,not required, ,0,int,N/A,N/A
P0700001,MALE/LABOR[8] In Armed Forces,Population Subjects,not required, ,0,int,N/A,N/A
P0700002,MALE/LABOR/CIVIL[8] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0700003,MALE/LABOR/CIVIL[8] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
P0700004,MALE[8] Not In labor force,Population Subjects,not required, ,0,int,N/A,N/A
P0700005,FEMALE/LABOR[8] In Armed Forces,Population Subjects,not required, ,0,int,N/A,N/A
P0700006,FEMALE/LABOR/CIVIL[8] Employed,Population Subjects,not required, ,0,int,N/A,N/A
P0700007,FEMALE/LABOR/CIVIL[8] Unemployed,Population Subjects,not required, ,0,int,N/A,N/A
