"Census Data API: Variables in /data/2000/sf3/variables
Name",Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Values
PCT029035,Total: Female: 16 to 20 years: No mental disability: Employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029036,Total: Female: 16 to 20 years: No mental disability: Not employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029037,Total: Female: 16 to 20 years: No mental disability: 21 to 64 years:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029038,Total: Female: 16 to 20 years: With a mental disability:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029039,Total: Female: 16 to 20 years: With a mental disability: Employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029040,Total: Female: 16 to 20 years: With a mental disability: Not employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029041,Total: Female: 16 to 20 years: No mental disability:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029042,Total: Female: 16 to 20 years: No mental disability: Employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029043,Total: Female: 16 to 20 years: No mental disability: Not employed,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029044,Total: Female: 65 to 74 years:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029045,Total: Female: 65 to 74 years: With a mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029046,Total: Female: 65 to 74 years: No mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029047,Total: Female: 75 years and over:,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029048,Total: Female: 75 years and over: With a mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT029049,Total: Female: 75 years and over: No mental disability,PCT29. Sex by Age by Mental Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030001,Total: Civilian noninstitutionalized population 5 years and over,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030002,Total: Male:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030003,Total: Male: 5 to 15 years:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030004,Total: Male: 5 to 15 years: With a self-care disability,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030005,Total: Male: 5 to 15 years: No self-care disability,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030006,Total: Male: 16 to 20 years:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030007,Total: Male: 16 to 20 years: With a self-care disability:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030008,Total: Male: 16 to 20 years: With a self-care disability: Employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030009,Total: Male: 16 to 20 years: With a self-care disability: Not employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030010,Total: Male: 16 to 20 years: No self-care disability:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030011,Total: Male: 16 to 20 years: No self-care disability: Employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030012,Total: Male: 16 to 20 years: No self-care disability: Not employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030013,Total: Male: 21 to 64 years:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030014,Total: Male: 21 to 64 years: With a self-care disability:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030015,Total: Male: 21 to 64 years: With a self-care disability: Employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030016,Total: Male: 21 to 64 years: With a self-care disability: Not employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030017,Total: Male: 21 to 64 years: No self-care disability:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030018,Total: Male: 21 to 64 years: No self-care disability: Employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030019,Total: Male: 21 to 64 years: No self-care disability: Not employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030020,Total: Male: 65 to 74 years:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030021,Total: Male: 65 to 74 years: With a self-care disability,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030022,Total: Male: 65 to 74 years: No self-care disability,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030023,Total: Male: 75 years and over:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030024,Total: Male: 75 years and over: With a self-care disability,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030025,Total: Male: 75 years and over: No self-care disability,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030026,Total: Female:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030027,Total: Female: 5 to 15 years:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030028,Total: Female: 5 to 15 years: With a self-care disability,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030029,Total: Female: 5 to 15 years: No self-care disability,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030030,Total: Female: 16 to 20 years:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030031,Total: Female: 16 to 20 years: With a self-care disability:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030032,Total: Female: 16 to 20 years: With a self-care disability: Employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030033,Total: Female: 16 to 20 years: With a self-care disability: Not employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030034,Total: Female: 16 to 20 years: No self-care disability:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030035,Total: Female: 16 to 20 years: No self-care disability: Employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030036,Total: Female: 16 to 20 years: No self-care disability: Not employed,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030037,Total: Female: 21 to 64 years:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
PCT030038,Total: Female: 21 to 64 years: With a self-care disability:,PCT30. Sex by Age by Self-care Disability by Employment Status for the Civilian Noninstitutionalized Population 5 Years and Over [49],not required, ,0,(not a predicate),N/A,N/A
